Date,Equity
2025-01-02,9998.0
2025-01-03,10004.103765800124
2025-01-06,10061.88467849717
2025-01-07,9604.883784505713
2025-01-08,9619.06863969309
2025-01-10,9544.37813956244
2025-01-13,9613.229220414038
2025-01-14,9557.393112662576
2025-01-15,9811.355149280713
2025-01-16,9715.681212361855
2025-01-17,9931.535469876446
2025-01-21,9952.752018677149
2025-01-22,9887.284556536055
2025-01-23,9957.777989176611
2025-01-24,9948.049127344932
2025-01-27,9323.060548072219
2025-01-28,9322.863381928026
2025-01-29,9343.616684409208
2025-01-30,9327.493404178138
2025-01-31,9339.05230069757
2025-02-03,9346.210659322776
2025-02-04,9398.52056602581
2025-02-05,9451.848371132728
2025-02-06,9466.85504462343
2025-02-07,9461.10841563295
2025-02-10,9503.997159028111
2025-02-11,9437.898620920987
2025-02-12,9455.37162866367
2025-02-13,9446.035692617126
2025-02-14,9338.784993134592
2025-02-18,9701.823020414688
2025-02-19,9508.613932504219
2025-02-20,9425.393676615156
2025-02-21,9359.150131583066
2025-02-24,9313.972574690739
2025-02-25,9277.4123799585
2025-02-26,9277.4123799585
2025-02-27,9277.4123799585
2025-02-28,9277.4123799585
2025-03-03,9277.4123799585
2025-03-04,9277.4123799585
2025-03-05,9277.4123799585
2025-03-06,9277.4123799585
2025-03-07,9277.4123799585
2025-03-10,9277.4123799585
2025-03-11,9277.4123799585
2025-03-12,9277.4123799585
2025-03-13,9277.4123799585
2025-03-14,9277.4123799585
2025-03-17,9277.4123799585
2025-03-18,9277.4123799585
2025-03-19,9277.4123799585
2025-03-20,9277.4123799585
2025-03-21,9277.4123799585
2025-03-24,9277.4123799585
2025-03-25,9277.4123799585
2025-03-26,9277.4123799585
2025-03-27,9277.4123799585
2025-03-28,9277.4123799585
2025-03-31,9277.4123799585
2025-04-01,9277.4123799585
2025-04-02,9277.4123799585
2025-04-03,9277.4123799585
2025-04-04,9277.4123799585
2025-04-07,9277.4123799585
2025-04-08,9277.4123799585
2025-04-09,9277.4123799585
2025-04-10,9277.4123799585
2025-04-11,9277.4123799585
2025-04-14,9277.4123799585
2025-04-15,9277.4123799585
2025-04-16,9277.4123799585
2025-04-17,9277.4123799585
2025-04-21,9277.4123799585
2025-04-22,9277.4123799585
2025-04-23,9277.4123799585
2025-04-24,9277.4123799585
2025-04-25,9277.4123799585
2025-04-28,9277.4123799585
2025-04-29,9277.4123799585
2025-04-30,9277.4123799585
2025-05-01,9277.4123799585
2025-05-02,9277.4123799585
2025-05-05,9277.4123799585
2025-05-06,9277.4123799585
2025-05-07,9275.4123799585
2025-05-08,9319.630206317963
2025-05-09,9326.053601684793
2025-05-12,9523.930302673738
2025-05-13,9838.681319071877
2025-05-14,9917.496032036626
2025-05-15,9881.427175738663
2025-05-16,9972.647912558936
2025-05-19,9945.559340621305
2025-05-20,9960.89369027827
2025-05-21,9769.39765459337
2025-05-22,9812.704115431272
2025-05-23,9718.644897088212
2025-05-27,10115.774727037804
2025-05-28,10102.670407402715
2025-05-29,10094.707857171907
2025-05-30,10033.749528566486
2025-06-02,10115.850626076073
2025-06-03,10321.795554668399
2025-06-04,10452.813874318523
2025-06-05,10416.710351569573
2025-06-06,10248.098185959705
2025-06-09,10302.243610313737
2025-06-10,10381.9589346848
2025-06-11,10454.120313568425
2025-06-12,10495.418663750166
2025-06-13,10307.183498983586
2025-06-16,10549.839560901306
2025-06-17,10515.790903267718
2025-06-18,10619.678974139559
2025-06-20,10626.582429320246
2025-06-23,10632.670457876073
2025-06-24,11184.466120635434
2025-06-25,11309.639207265733
2025-06-26,11348.774071812491
2025-06-27,11339.513778139037
2025-06-30,11376.388860719202
2025-07-01,10961.578514491475
2025-07-02,11185.042208914616
2025-07-03,11216.396426951673
2025-07-07,11039.39766391046
2025-07-08,11297.645705544302
2025-07-09,11315.59191462339
2025-07-10,11523.627476488015
2025-07-11,11646.117000268048
2025-07-14,11437.892058489768
2025-07-15,11914.995638803612
2025-07-16,12047.909004940117
2025-07-17,12166.273445118692
2025-07-18,12020.401573076944
2025-07-21,12057.485208556838
2025-07-22,11770.970141509359
2025-07-23,12025.305352108919
2025-07-24,12248.596456231335
2025-07-25,12372.770232848143
2025-07-28,12685.076608154159
2025-07-29,12793.535476472105
2025-07-30,13002.308598660104
2025-07-31,12770.225673749814
2025-08-01,12489.913817621891
2025-08-04,12880.96696077703
2025-08-05,12710.025231885578
2025-08-06,12571.504203304448
2025-08-07,12632.377663278183
2025-08-08,12694.165698145063
2025-08-11,12662.183159943892
2025-08-12,12878.535057765752
2025-08-13,13016.71840775388
2025-08-14,12973.652094593126
2025-08-15,12785.28208676542
2025-08-18,12780.186796701411
2025-08-19,12240.476648054198
