Date,Equity
2022-04-10,888.64
2022-04-11,886.64
2022-04-12,865.97
2022-04-13,890.01
2022-04-14,847.39
2022-04-15,847.39
2022-04-16,847.39
2022-04-17,847.39
2022-04-18,854.95
2022-04-19,882.63
2022-04-20,856.13
2022-04-21,818.16
2022-04-22,802.59
2022-04-23,802.59
2022-04-24,802.59
2022-04-25,825.81
2022-04-26,775.46
2022-04-27,773.18
2022-04-28,816.25
2022-04-29,778.73
2022-04-30,778.73
2022-05-01,778.73
2022-05-02,818.07
2022-05-03,829.82
2022-05-04,903.31
2022-05-05,901.31
2022-05-06,888.65
2022-05-07,888.65
2022-05-08,888.65
2022-05-09,842.32
2022-05-10,842.86
2022-05-11,815.86
2022-05-12,827.93
2022-05-13,875.35
2022-05-14,875.35
2022-05-15,875.35
2022-05-16,857.97
2022-05-17,893.26
2022-05-18,829.34
2022-05-19,830.94
2022-05-20,833.05
2022-05-21,833.05
2022-05-22,833.05
2022-05-23,832.78
2022-05-24,806.02
2022-05-25,826.73
2022-05-26,858.04
2022-05-27,858.04
2022-05-28,858.04
2022-05-29,858.04
2022-05-30,858.04
2022-05-31,858.04
2022-06-01,858.04
2022-06-02,858.04
2022-06-03,858.04
2022-06-04,858.04
2022-06-05,858.04
2022-06-06,858.04
2022-06-07,858.04
2022-06-08,858.04
2022-06-09,858.04
2022-06-10,858.04
2022-06-11,858.04
2022-06-12,858.04
2022-06-13,856.04
2022-06-14,853.28
2022-06-15,882.57
2022-06-16,838.37
2022-06-17,853.33
2022-06-18,853.33
2022-06-19,853.33
2022-06-20,853.33
2022-06-21,818.47
2022-06-22,812.21
2022-06-23,827.33
2022-06-24,886.79
2022-06-25,886.79
2022-06-26,886.79
2022-06-27,883.3
2022-06-28,837.38
2022-06-29,852.37
2022-06-30,852.37
2022-07-01,852.37
2022-07-02,852.37
2022-07-03,852.37
2022-07-04,852.37
2022-07-05,852.37
2022-07-06,852.37
2022-07-07,852.37
2022-07-08,852.37
2022-07-09,852.37
2022-07-10,852.37
2022-07-11,852.37
2022-07-12,852.37
2022-07-13,852.37
2022-07-14,852.37
2022-07-15,852.37
2022-07-16,852.37
2022-07-17,852.37
2022-07-18,852.37
2022-07-19,852.37
2022-07-20,852.37
2022-07-21,852.37
2022-07-22,852.37
2022-07-23,852.37
2022-07-24,852.37
2022-07-25,852.37
2022-07-26,852.37
2022-07-27,852.37
2022-07-28,852.37
2022-07-29,852.37
2022-07-30,852.37
2022-07-31,852.37
2022-08-01,852.37
2022-08-02,852.37
2022-08-03,852.37
2022-08-04,852.37
2022-08-05,852.37
2022-08-06,852.37
2022-08-07,852.37
2022-08-08,852.37
2022-08-09,852.37
2022-08-10,852.37
2022-08-11,852.37
2022-08-12,852.37
2022-08-13,852.37
2022-08-14,852.37
2022-08-15,852.37
2022-08-16,852.37
2022-08-17,852.37
2022-08-18,852.37
2022-08-19,852.37
2022-08-20,852.37
2022-08-21,852.37
2022-08-22,852.37
2022-08-23,852.37
2022-08-24,852.37
2022-08-25,852.37
2022-08-26,852.37
2022-08-27,852.37
2022-08-28,852.37
2022-08-29,850.37
2022-08-30,843.13
2022-08-31,838.32
2022-09-01,834.89
2022-09-02,820.97
2022-09-03,820.97
2022-09-04,820.97
2022-09-05,820.97
2022-09-06,811.96
2022-09-07,827.48
2022-09-08,828.86
2022-09-09,847.9
2022-09-10,847.9
2022-09-11,847.9
2022-09-12,854.93
2022-09-13,807.92
2022-09-14,806.66
2022-09-15,806.66
2022-09-16,806.66
2022-09-17,806.66
2022-09-18,806.66
2022-09-19,806.66
2022-09-20,806.66
2022-09-21,806.66
2022-09-22,806.66
2022-09-23,804.66
2022-09-24,804.66
2022-09-25,804.66
2022-09-26,828.64
2022-09-27,825.19
2022-09-28,842.43
2022-09-29,826.36
2022-09-30,814.79
2022-10-01,814.79
2022-10-02,814.79
2022-10-03,824.21
2022-10-04,838.7
2022-10-05,828.68
2022-10-06,832.42
2022-10-07,807.68
2022-10-08,807.68
2022-10-09,807.68
2022-10-10,800.51
2022-10-11,794.74
2022-10-12,788.84
2022-10-13,820.4
2022-10-14,770.12
2022-10-15,770.12
2022-10-16,770.12
2022-10-17,815.46
2022-10-18,820.88
2022-10-19,826.64
2022-10-20,836.45
2022-10-21,855.11
2022-10-22,855.11
2022-10-23,855.11
2022-10-24,864.23
2022-10-25,909.64
2022-10-26,882.6
2022-10-27,880.6
2022-10-28,891.93
2022-10-29,891.93
2022-10-30,891.93
2022-10-31,837.63
2022-11-01,855.97
2022-11-02,814.07
2022-11-03,799.41
2022-11-04,816.32
2022-11-05,816.32
2022-11-06,816.32
2022-11-07,869.63
2022-11-08,867.39
2022-11-09,912.34
2022-11-10,1005.85
2022-11-11,1016.19
2022-11-12,1016.19
2022-11-13,1016.19
2022-11-14,1024.98
2022-11-15,1022.98
2022-11-16,1040.29
2022-11-17,1048.0
2022-11-18,1077.87
2022-11-19,1077.87
2022-11-20,1077.87
2022-11-21,1051.82
2022-11-22,1063.82
2022-11-23,1077.28
2022-11-24,1077.28
2022-11-25,1093.37
2022-11-26,1093.37
2022-11-27,1093.37
2022-11-28,1082.49
2022-11-29,1073.8
2022-11-30,1113.99
2022-12-01,1089.92
2022-12-02,1089.92
2022-12-03,1089.92
2022-12-04,1089.92
2022-12-05,1089.92
2022-12-06,1089.92
2022-12-07,1089.92
2022-12-08,1089.92
2022-12-09,1089.92
2022-12-10,1089.92
2022-12-11,1089.92
2022-12-12,1089.92
2022-12-13,1089.92
2022-12-14,1087.92
2022-12-15,1093.96
2022-12-16,1042.34
2022-12-17,1042.34
2022-12-18,1042.34
2022-12-19,1039.84
2022-12-20,956.1
2022-12-21,954.5
2022-12-22,865.71
2022-12-23,850.52
2022-12-24,850.52
2022-12-25,850.52
2022-12-26,850.52
2022-12-27,753.49
2022-12-28,778.42
2022-12-29,841.34
2022-12-30,850.73
2022-12-31,850.73
