Date,Equity
2025-01-02,9998.0
2025-01-03,10004.103546909579
2025-01-06,10061.884897280364
2025-01-07,9606.88378284711
2025-01-08,9616.40902385403
2025-01-10,9543.325413439645
2025-01-13,9543.325413439645
2025-01-14,9543.325413439645
2025-01-15,9541.325413439645
2025-01-16,9560.788913707902
2025-01-17,9669.63445950937
2025-01-21,9691.078735590629
2025-01-22,9630.35202035627
2025-01-23,9704.032655748477
2025-01-24,9695.461636266311
2025-01-27,9084.848015988637
2025-01-28,9150.269087716613
2025-01-29,9181.122504164781
2025-01-30,9212.50066947953
2025-01-31,9234.12220705613
2025-02-03,9278.982450004904
2025-02-04,9360.590066383744
2025-02-05,9348.409163170976
2025-02-06,9427.27783511308
2025-02-07,9316.97181809321
2025-02-10,9375.570581992344
2025-02-11,9319.469500759735
2025-02-12,9344.809688224468
2025-02-13,9357.25094806189
2025-02-14,9379.719952202802
2025-02-18,9238.189370047616
2025-02-19,9203.252012013041
2025-02-20,9085.841822366321
2025-02-21,9036.390337345796
2025-02-24,9038.023753672125
2025-02-25,9095.520852683512
2025-02-26,9027.619563615082
2025-02-27,8996.21173730656
2025-02-28,8996.21173730656
2025-03-03,8996.21173730656
2025-03-04,8996.21173730656
2025-03-05,8996.21173730656
2025-03-06,8996.21173730656
2025-03-07,8996.21173730656
2025-03-10,8996.21173730656
2025-03-11,8996.21173730656
2025-03-12,8996.21173730656
2025-03-13,8996.21173730656
2025-03-14,8996.21173730656
2025-03-17,8996.21173730656
2025-03-18,8996.21173730656
2025-03-19,8996.21173730656
2025-03-20,8996.21173730656
2025-03-21,8996.21173730656
2025-03-24,8996.21173730656
2025-03-25,8996.21173730656
2025-03-26,8996.21173730656
2025-03-27,8996.21173730656
2025-03-28,8996.21173730656
2025-03-31,8996.21173730656
2025-04-01,8996.21173730656
2025-04-02,8996.21173730656
2025-04-03,8996.21173730656
2025-04-04,8996.21173730656
2025-04-07,8996.21173730656
2025-04-08,8996.21173730656
2025-04-09,8996.21173730656
2025-04-10,8996.21173730656
2025-04-11,8996.21173730656
2025-04-14,8996.21173730656
2025-04-15,8996.21173730656
2025-04-16,8996.21173730656
2025-04-17,8996.21173730656
2025-04-21,8996.21173730656
2025-04-22,8996.21173730656
2025-04-23,8996.21173730656
2025-04-24,8996.21173730656
2025-04-25,8996.21173730656
2025-04-28,8996.21173730656
2025-04-29,8996.21173730656
2025-04-30,8996.21173730656
2025-05-01,8996.21173730656
2025-05-02,8996.21173730656
2025-05-05,8996.21173730656
2025-05-06,8996.21173730656
2025-05-07,8994.21173730656
2025-05-08,8966.018368000092
2025-05-09,8955.208398978362
2025-05-12,8875.612329144416
2025-05-13,9090.912742385592
2025-05-14,9198.478342107339
2025-05-15,9227.1131434241
2025-05-16,9406.632089608234
2025-05-19,9354.471600735333
2025-05-20,9354.34057752291
2025-05-21,9206.528608703424
2025-05-22,9217.216192662338
2025-05-23,9147.79244250679
2025-05-27,9427.565214364262
2025-05-28,9364.733605253496
2025-05-29,9315.996866717978
2025-05-30,9176.4548698626
2025-06-02,9218.10143390162
2025-06-03,9297.614543821484
2025-06-04,9368.345021612711
2025-06-05,9354.914287505528
2025-06-06,9368.710360469307
2025-06-09,9344.5263654298
2025-06-10,9317.500333715301
2025-06-11,9282.89213265357
2025-06-12,9251.050605368178
2025-06-13,9116.450228443606
2025-06-16,9245.104549679341
2025-06-17,9217.470662799988
2025-06-18,9259.64403154536
2025-06-20,9286.49985505734
2025-06-23,9362.026522084197
2025-06-24,9842.599378816445
2025-06-25,9956.342210189488
2025-06-26,9997.477889263957
2025-06-27,9959.443299012411
2025-06-30,9950.487276326823
2025-07-01,9614.642329336013
2025-07-02,9696.63721295887
2025-07-03,9758.110747465813
2025-07-07,9627.08353882331
2025-07-08,9814.984457879444
2025-07-09,9769.363060318363
2025-07-10,9949.118632459798
2025-07-11,10054.815477449203
2025-07-14,9876.387609799298
2025-07-15,10223.922126623345
2025-07-16,10340.39449987444
2025-07-17,10380.263862194093
2025-07-18,10289.619992981805
2025-07-21,10269.47257769048
2025-07-22,10126.761352227604
2025-07-23,10283.804983297414
2025-07-24,10477.315472666836
2025-07-25,10584.063875857171
2025-07-28,10852.866922963069
2025-07-29,10943.254911255266
2025-07-30,11126.303187654805
2025-07-31,10922.18635294958
2025-08-01,10678.070821898054
2025-08-04,11023.556966804275
2025-08-05,10877.698497556303
2025-08-06,10760.112525312887
2025-08-07,11012.587692166579
2025-08-08,11073.920698682323
2025-08-11,11037.80828132275
2025-08-12,11220.458488027052
2025-08-13,11292.05202237129
2025-08-14,11255.482989366988
2025-08-15,11017.424195192494
2025-08-18,11008.793279861382
2025-08-19,10541.730047270226
2025-08-20,10562.070196181543
2025-08-21,10563.830631183922
2025-08-22,10568.871463596772
2025-08-25,10590.260742922437
2025-08-26,10593.288124823583
2025-08-27,10601.646978696712
2025-08-28,10617.838242136351
2025-08-29,10552.832436752542
2025-09-02,10507.901637861998
2025-09-03,10963.820397247586
2025-09-04,11026.065310401256
2025-09-05,11063.897271266997
2025-09-08,11014.30605198097
2025-09-09,11157.12959307355
2025-09-10,11159.571331182744
2025-09-11,11368.922910794954
2025-09-12,11548.708120740248
2025-09-15,11601.666292308953
2025-09-16,11590.294502195831
2025-09-17,11531.578312547284
2025-09-18,11687.194643795074
2025-09-19,11606.54584989203
2025-09-22,11730.76135621772
2025-09-23,11702.680418235566
2025-09-24,11730.972512490665
2025-09-25,11420.916005336952
2025-09-26,11585.74101229548
2025-09-29,11770.496908819954
2025-09-30,11864.350432052994
2025-10-01,12382.507902341604
2025-10-02,12216.58587740636
2025-10-03,12256.199157361327
2025-10-06,12623.263424644727
2025-10-07,12240.719690199798
2025-10-08,12534.391630674627
2025-10-09,12354.202081962485
2025-10-10,11890.51348367691
2025-10-13,12103.103634361674
2025-10-14,12039.924207734322
2025-10-15,12095.988837977988
2025-10-16,12035.27596673756
2025-10-17,12135.452276659718
2025-10-20,12212.481759186807
2025-10-21,12166.662597856663
2025-10-22,12132.22693703933
2025-10-23,12227.185845414177
2025-10-24,12080.423362353526
2025-10-27,12364.177438395973
2025-10-28,12415.145308715702
2025-10-29,12523.83481425664
2025-10-30,12167.199560253692
2025-10-31,12183.06792628112
2025-11-03,12434.534153417533
2025-11-04,11978.57449270621
2025-11-05,12075.818312564745
2025-11-06,11791.326842180843
2025-11-07,11716.373858965593
2025-11-10,12145.192173419182
2025-11-11,11831.011277199748
2025-11-12,12245.73124947399
2025-11-13,11928.782474789632
2025-11-14,12073.968460945773
2025-11-17,11887.567268793897
2025-11-18,11662.195821917745
2025-11-19,11662.195821917745
2025-11-20,11662.195821917745
2025-11-21,11662.195821917745
2025-11-24,11660.195821917745
2025-11-25,11732.147901802802
2025-11-26,11859.76834013613
2025-11-28,11914.62266809943
2025-12-01,11742.833607786735
2025-12-02,11692.935171026802
2025-12-03,11665.439718829233
2025-12-04,11618.939863279966
2025-12-05,11593.061596878875
2025-12-08,11581.066096531062
2025-12-09,11571.496374877966
2025-12-10,11593.061596878875
2025-12-11,11582.952950529347
2025-12-12,11586.322773783975
2025-12-15,11528.11815662712
2025-12-16,11528.11815662712
2025-12-17,11528.11815662712
2025-12-18,11528.11815662712
2025-12-19,11528.11815662712
2025-12-22,11528.11815662712
2025-12-23,11528.11815662712
2025-12-24,11526.11815662712
2025-12-26,11446.14033111601
2025-12-29,11322.332764882703
2025-12-30,11322.332764882703
2025-12-31,11322.332764882703
2026-01-02,11320.332764882703
2026-01-05,11279.617839692031
2026-01-06,11622.091693527584
2026-01-07,11578.65379912009
2026-01-08,11503.061467761978
2026-01-09,11746.917133764764
2026-01-12,11740.97298591051
2026-01-13,11539.93606887825
2026-01-14,11481.815751997054
2026-01-15,11484.678494916412
2026-01-16,11761.243475388703
2026-01-20,11691.841872444369
