Date,Equity
2025-06-09,972.85
2025-06-10,992.18
2025-06-11,992.55
2025-06-12,984.47
2025-06-13,991.32
2025-06-14,991.32
2025-06-15,991.32
2025-06-16,995.53
2025-06-17,981.43
2025-06-18,987.72
2025-06-19,987.72
2025-06-20,985.84
2025-06-21,985.84
2025-06-22,985.84
2025-06-23,1019.21
2025-06-24,1012.3
2025-06-25,993.39
2025-06-26,992.66
2025-06-27,996.59
2025-06-28,996.59
2025-06-29,996.59
2025-06-30,998.5
2025-07-01,1002.7
2025-07-02,999.23
2025-07-03,1001.24
2025-07-04,1001.24
2025-07-05,1001.24
2025-07-06,1001.24
2025-07-07,999.69
2025-07-08,996.18
2025-07-09,992.71
2025-07-10,994.03
2025-07-11,992.49
2025-07-12,992.49
2025-07-13,992.49
2025-07-14,992.49
2025-07-15,992.49
2025-07-16,990.49
2025-07-17,991.37
2025-07-18,986.34
2025-07-19,986.34
2025-07-20,986.34
2025-07-21,991.11
2025-07-22,980.79
2025-07-23,985.61
2025-07-24,965.94
2025-07-25,968.75
2025-07-26,968.75
2025-07-27,968.75
2025-07-28,962.38
2025-07-29,966.43
2025-07-30,969.56
2025-07-31,945.36
2025-08-01,931.48
2025-08-02,931.48
2025-08-03,931.48
2025-08-04,934.04
2025-08-05,950.25
2025-08-06,958.02
2025-08-07,962.09
2025-08-08,968.97
2025-08-09,968.97
2025-08-10,968.97
2025-08-11,970.79
2025-08-12,982.58
2025-08-13,998.89
2025-08-14,1003.41
2025-08-15,1044.69
2025-08-16,1044.69
2025-08-17,1044.69
2025-08-18,1039.64
2025-08-19,1034.65
2025-08-20,1028.64
2025-08-21,1025.97
2025-08-22,1035.84
2025-08-23,1035.84
2025-08-24,1035.84
2025-08-25,1032.55
2025-08-26,1032.55
2025-08-27,1032.55
2025-08-28,1032.55
2025-08-29,1032.55
2025-08-30,1032.55
2025-08-31,1032.55
2025-09-01,1032.55
2025-09-02,1030.55
2025-09-03,1030.23
2025-09-04,1032.32
2025-09-05,1021.02
2025-09-06,1021.02
2025-09-07,1021.02
2025-09-08,1024.21
2025-09-09,1039.11
2025-09-10,1060.69
2025-09-11,1051.63
2025-09-12,1059.5
2025-09-13,1059.5
2025-09-14,1059.5
2025-09-15,1065.22
2025-09-16,1057.89
2025-09-17,1043.75
2025-09-18,1040.94
2025-09-19,1039.74
2025-09-20,1039.74
2025-09-21,1039.74
2025-09-22,1045.17
2025-09-23,1047.69
2025-09-24,1045.64
2025-09-25,1043.35
2025-09-26,1037.76
2025-09-27,1037.76
2025-09-28,1037.76
2025-09-29,1041.8
2025-09-30,1041.12
2025-10-01,1037.6
2025-10-02,1044.85
2025-10-03,1027.84
2025-10-04,1027.84
2025-10-05,1027.84
2025-10-06,1029.52
2025-10-07,1036.32
2025-10-08,1045.36
2025-10-09,1057.85
2025-10-10,1034.96
2025-10-11,1034.96
2025-10-12,1034.96
2025-10-13,1053.58
2025-10-14,1047.72
2025-10-15,1056.34
2025-10-16,1043.15
2025-10-17,1049.26
2025-10-18,1049.26
2025-10-19,1049.26
2025-10-20,1070.75
2025-10-21,1054.83
2025-10-22,1018.34
2025-10-23,1020.34
2025-10-24,1030.18
2025-10-25,1030.18
2025-10-26,1030.18
2025-10-27,1043.64
2025-10-28,1041.05
2025-10-29,1051.27
2025-10-30,1061.21
2025-10-31,1054.79
2025-11-01,1054.79
2025-11-02,1054.79
2025-11-03,1041.05
2025-11-04,1032.39
2025-11-05,1033.88
2025-11-06,1018.33
2025-11-07,1022.55
2025-11-08,1022.55
2025-11-09,1022.55
2025-11-10,1021.29
2025-11-11,1021.29
2025-11-12,1021.29
2025-11-13,1021.29
2025-11-14,1021.29
2025-11-15,1021.29
2025-11-16,1021.29
2025-11-17,1021.29
2025-11-18,1021.29
2025-11-19,1021.29
2025-11-20,1019.29
2025-11-21,1015.61
2025-11-22,1015.61
2025-11-23,1015.61
2025-11-24,1034.12
2025-11-25,1019.47
2025-11-26,1032.79
2025-11-27,1032.79
2025-11-28,1038.19
2025-11-29,1038.19
2025-11-30,1038.19
2025-12-01,1041.86
2025-12-02,1034.43
2025-12-03,1038.31
2025-12-04,1035.65
2025-12-05,1038.92
2025-12-06,1038.92
2025-12-07,1038.92
2025-12-08,1042.07
2025-12-09,1042.63
2025-12-10,1028.32
2025-12-11,1031.16
2025-12-12,1035.01
2025-12-13,1035.01
2025-12-14,1035.01
2025-12-15,1030.04
2025-12-16,1030.84
2025-12-17,1028.84
2025-12-18,1033.92
2025-12-19,1055.25
2025-12-20,1055.25
2025-12-21,1055.25
2025-12-22,1057.88
2025-12-23,1057.79
2025-12-24,1058.03
2025-12-25,1058.03
2025-12-26,1057.94
2025-12-27,1057.94
2025-12-28,1057.94
2025-12-29,1059.01
2025-12-30,1058.55
2025-12-31,1056.51
2026-01-01,1056.51
2026-01-02,1072.57
2026-01-03,1072.57
2026-01-04,1072.57
2026-01-05,1066.45
2026-01-06,1052.34
2026-01-07,1039.66
2026-01-08,1054.28
2026-01-09,1057.39
2026-01-10,1057.39
2026-01-11,1057.39
2026-01-12,1060.94
2026-01-13,1073.64
2026-01-14,1070.35
2026-01-15,1065.27
2026-01-16,1066.71
2026-01-17,1066.71
2026-01-18,1066.71
2026-01-19,1066.71
2026-01-20,1072.97
2026-01-21,1064.4
2026-01-22,1058.62
2026-01-23,1074.05
2026-01-24,1074.05
2026-01-25,1074.05
2026-01-26,1072.21
2026-01-27,1077.35
2026-01-28,1085.47
2026-01-29,1075.6
2026-01-30,1065.17
2026-01-31,1065.17
2026-02-01,1065.17
2026-02-02,1057.33
2026-02-03,1042.76
2026-02-04,1033.72
2026-02-05,1012.34
2026-02-06,1051.44
2026-02-07,1051.44
2026-02-08,1051.44
2026-02-09,1068.87
2026-02-10,1068.87
